company_name,model,star,num_ratings,reviews,ram,storage,expandable,display,camera,battery,processor,warranty,price
LAVA,LAVA A3,4.0,3572,196,6,64 M,256 GB,4.5 cm (1.77 inch) QVGA Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor,1 Year Warranty for Handset and 6 Months for Accessories,1212
POCO,"POCO M4 5G (Cool Blue, 64 GB)",4.1,3572,196,6,64 M,256 GB,4.5 cm (1.77 inch) QVGA Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor,1 Year Warranty for Handset and 6 Months for Accessories,12999
Google,"Google Pixel 7 (Obsidian, 128 GB)",4.6,3572,196,6,64 M,256 GB,4.5 cm (1.77 inch) QVGA Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor,1 Year Warranty for Handset and 6 Months for Accessories,59999
Google,"Google Pixel 7 (Snow, 128 GB)",4.2,3572,196,6,64 M,256 GB,4.5 cm (1.77 inch) QVGA Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor,1 Year Warranty for Handset and 6 Months for Accessories,59999
POCO,"POCO M4 5G (Cool Blue, 128 GB)",3.8,3572,196,6,64 M,256 GB,4.5 cm (1.77 inch) QVGA Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor,1 Year Warranty for Handset and 6 Months for Accessories,14999
Nokia,Nokia 105SS PLUS,4.3,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,1403
REDMI,"REDMI Note 11S (Horizon Blue, 128 GB)",4.1,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,15638
REDMI,"REDMI Note 11S (Horizon Blue, 128 GB)",4.3,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,16430
REDMI,"REDMI Note 11S (Space Black, 64 GB)",3.6,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,15999
REDMI,"REDMI Note 11S (Horizon Blue, 64 GB)",4.3,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,14993
REDMI,"REDMI 10A (Sea Blue, 64 GB)",4.2,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,8825
Micromax,Micromax S115,4.3,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,982
POCO,"POCO M4 Pro 5G (Yellow, 128 GB)",4.0,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,14999
APPLE,"APPLE iPhone 11 (White, 128 GB)",4.0,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,45990
Realme,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",4.4,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,6399
Realme,"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)",5.0,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,6399
REDMI,"REDMI A1 (Black, 32 GB)",3.0,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,6710
REDMI,"REDMI A1 (Light Green, 32 GB)",3.8,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,6719
MOTOROLA,"MOTOROLA g82 5G(White Lily, 128 GB)",4.0,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,19999
Micromax,Micromax X512,4.0,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,1219
REDMI,"REDMI A1+ (Light Blue, 32 GB)",4.1,610,38,32 MB RAM ,32 MB ROM,,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,7499
vivo,"vivo T1 44W (Midnight Galaxy, 128 GB)",2.0,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,17999
REDMI,"REDMI 11 Prime 5G (Meadow Green, 64 GB)",5.0,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,14699
REDMI,"REDMI Note 11T 5G (Stardust White, 128 GB)",4.1,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,16889
MOTOROLA,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",5.0,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,19999
SAMSUNG,"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)",5.0,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,19450
POCO,"POCO M4 Pro 5G (Cool Blue, 128 GB)",4.0,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,14999
MOTOROLA,"MOTOROLA g22 (Mint Green, 64 GB)",4.3,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,9999
REDMI,"REDMI 10A (Charcoal Black, 32 GB)",3.9,610,38,32 MB RAM ,32 MB ROM,,16.51 cm (6.5 inch) Full HD Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,12 months,7739
REDMI,"REDMI 10 Prime (Astral White, 64 GB)",4.2,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,13990
SAMSUNG,"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)",4.2,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,19400
MOTOROLA,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",4.1,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,19999
POCO,"POCO M4 Pro 5G (Cool Blue, 128 GB)",4.6,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,14999
Micromax,Micromax X415,4.1,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,988
REDMI,"REDMI 9i (Sea Blue, 64 GB)",4.1,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,8999
MOTOROLA,"MOTOROLA G62 5G (Frosted Blue, 128 GB)",4.1,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,17999
POCO,"POCO M4 5G (Power Black, 64 GB)",4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,12999
MOTOROLA,"MOTOROLA g52 (Metallic White, 64 GB)",3.8,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,12999
realme,"realme 9 (Meteor Black, 128 GB)",4.0,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,17999
realme,"realme 9 (Stargaze White, 128 GB)",4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,17999
POCO,"POCO M4 Pro 5G (Yellow, 128 GB)",4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,14999
Micromax,Micromax X412,4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,968
MOTOROLA,"MOTOROLA G60 (Soft Silver, 128 GB)",4.3,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,14999
Redmi,"Redmi Note 11 PRO Plus 5G (Stealth Black, 256 GB)",4.2,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,24290
Redmi,"Redmi Note 11 PRO Plus 5G (Mirage Blue, 256 GB)",3.8,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,23998
Redmi,"Redmi Note 11 PRO Plus 5G (Mirage Blue, 128 GB)",4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,22288
Redmi,"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)",4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,22442
OPPO,"OPPO F19 Pro+ 5G (Fluid Black, 128 GB)",4.4,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,19959
APPLE,"APPLE iPhone 13 (Pink, 128 GB)",4.3,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,65999
SAMSUNG,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",4.3,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,17499
SAMSUNG,"SAMSUNG Galaxy F42 5G (Matte Aqua, 128 GB)",4.2,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,22999
REDMI,"REDMI 10 Prime (Bifrost Blue, 128 GB)",4.2,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,14999
SAMSUNG,SAMSUNG Guru Music 2,4.2,10847,815,4,64 M,512 GB,16.51 cm (6.5 inch) Full HD Display,50MP + 8MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty,2099
REDMI,"REDMI Note 11T 5G (Stardust White, 128 GB)",4.3,4632,383,6,128,,16.51 cm (6.5 inch) Full HD Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",16889
REDMI,"REDMI Note 11 SE (Bifrost Blue, 64 GB)",3.9,4632,383,6,128,,16.51 cm (6.5 inch) Full HD Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",14999
CAT,"CAT S62 Pro (Black, 128 GB)",4.1,4632,383,6,128,,16.51 cm (6.5 inch) Full HD Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",79900
Micromax,Micromax X412,4.2,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1069
APPLE,"APPLE iPhone 13 (Blue, 128 GB)",4.2,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",65999
Micromax,Micromax S115,4.2,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",980
LAVA,LAVA A1 2021,4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1223
Lava,Lava Pulse1- with contactless Talking Thermometer,4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1638
REDMI,"REDMI 10 Prime (Astral White, 64 GB)",4.6,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",13990
REDMI,"REDMI 9i (Midnight Black, 64 GB)",3.9,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",8999
APPLE,"APPLE iPhone 13 (Midnight, 128 GB)",4.1,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",65999
realme,"realme 9i 5G (Rocking Black, 128 GB)",4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",16999
Micromax,Micromax X513+,4.6,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1298
Micromax,Micromax X416,4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1208
REDMI,"REDMI 11 Prime 5G (Thunder Black, 128 GB)",4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",15799
OPPO,"OPPO F19 Pro+ 5G (Fluid Black, 128 GB)",4.2,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",19959
LAVA,LAVA Gem Wave / GEM,4.2,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1848
PHILIPS,PHILIPS E102A,4.6,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",1239
POCO,"POCO M4 5G (Cool Blue, 128 GB)",4.6,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",14999
REDMI,"REDMI A1+ (Light Green, 32 GB)",4.1,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",7499
vivo,"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",23999
APPLE,"APPLE iPhone 13 (Green, 128 GB)",5.0,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",65999
POCO,"POCO M4 Pro (Yellow, 64 GB)",1.0,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",12999
Itel,"Itel A49 (Crystal Purple, 32 GB)",4.3,4632,383,6,128,,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device &  6 Months on Accessories",5699
Tecno,"Tecno Pova 3 (Electric Blue, 64 GB)",5.0,69,6,4,64 M,512 GB,16.76 cm (6.6 inch) Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,12499
APPLE,"APPLE iPhone 13 (Starlight, 128 GB)",5.0,69,6,4,64 M,512 GB,16.76 cm (6.6 inch) Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,65999
vivo,"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",4.2,69,6,4,64 M,512 GB,16.76 cm (6.6 inch) Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,23999
REDMI,"REDMI 10 (Caribbean Green, 128 GB)",5.0,69,6,4,64 M,512 GB,16.76 cm (6.6 inch) Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,12999
vivo,"vivo Y22 (Starlit Blue, 64 GB)",4.0,69,6,4,64 M,512 GB,16.76 cm (6.6 inch) Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,14499
realme,"realme C11 2021 (Cool Grey, 32 GB)",4.2,69,6,4,64 M,512 GB,16.76 cm (6.6 inch) Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,7499
realme,"realme C11 2021 (Cool Blue, 32 GB)",5.0,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,7499
realme,"realme 9 5G (Supersonic Black, 128 GB)",5.0,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,17499
DIZO,DIZO Star 500,4.3,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,1799
DIZO,DIZO Star 500,4.0,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,1999
Infinix,"Infinix Hot 12 Pro (Halo White, 64 GB)",5.0,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,9999
Infinix,"Infinix Hot 12 Pro (Racing Black, 64 GB)",3.9,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,9999
APPLE,"APPLE iPhone 11 (Red, 128 GB)",4.1,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,45990
POCO,"POCO M4 Pro (Power Black, 64 GB)",4.1,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,12999
SAMSUNG,"SAMSUNG GALAXY M13 5G (Aqua Green, 128 GB)",4.2,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,16390
Motorola,Motorola a70,4.2,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,1975
Redmi,"Redmi 9A Sport (Coral Green, 32 GB)",4.2,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,7844
APPLE,"APPLE iPhone 13 (Green, 128 GB)",4.2,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,65999
POCO,"POCO M4 Pro (Cool Blue, 128 GB)",4.6,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,13999
Nokia,Nokia 105 TA-1416 DS,4.3,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,1599
I,"I Kall Z 20 (Blue, 32 GB)",4.3,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,7499
MOTOROLA,"MOTOROLA g82 5G (White Lily, 128 GB)",4.1,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,21499
Kechaoda,Kechaoda K115,4.1,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,1249
Kechaoda,Kechaoda K115,4.1,69,6,4,64 M,512 GB,17.53 cm (6.9 inch),50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor,6 Months,1249
realme,"realme 9 Pro 5G (Midnight Black, 128 GB)",4.0,12121,979,8,128, 256 GB,17.53 cm (6.9 inch),64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor,"One Year Warranty for Handset, 6 Months for Accessories",22169
realme,"realme 9 Pro 5G (Aurora Green, 128 GB)",4.2,12121,979,8,128, 256 GB,16.76 cm (6.6 inch),64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor,"One Year Warranty for Handset, 6 Months for Accessories",22169
realme,"realme 8s 5G (Universe Purple, 128 GB)",4.3,12121,979,8,128, 256 GB,16.76 cm (6.6 inch),64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor,"One Year Warranty for Handset, 6 Months for Accessories",18000
POCO,"POCO M4 Pro (Power Black, 128 GB)",4.3,12121,979,8,128, 256 GB,16.76 cm (6.6 inch),64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor,"One Year Warranty for Handset, 6 Months for Accessories",13999
MOTOROLA,"MOTOROLA G40 Fusion (Dynamic Gray, 128 GB)",4.2,12121,979,8,128, 256 GB,16.76 cm (6.6 inch),64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor,"One Year Warranty for Handset, 6 Months for Accessories",13499
SAMSUNG,"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)",4.1,12121,979,8,128, 256 GB,16.76 cm (6.6 inch),64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor,"One Year Warranty for Handset, 6 Months for Accessories",15250
